GEOID,Y_CntEst,Y_CntMOE,Y_UniEst,Y_UniMoe,Y_PctEst,Y_PctMOE,Y_Pctile,Y_Score,OA_UniEst,OA_UniMoe,OA_PctEst,OA_PctMOE,OA_CntEst,OA_CntMOE,OA_Pctile,OA_Score,F_CntEst,F_CntMOE,F_UniEst,F_UniMoe,F_PctEst,F_PctMOE,F_Pctile,F_Score,RM_CntEst,RM_CntMOE,RM_UniEst,RM_UniMoe,RM_PctEst,RM_PctMOE,RM_Pctile,RM_Score,EM_CntEst,EM_CntMOE,EM_UniEst,EM_UniMoe,EM_PctEst,EM_PctMOE,EM_Pctile,EM_Score,FB_CntEst,FB_CntMOE,FB_UniEst,FB_UniMoe,FB_PctEst,FB_PctMOE,FB_Pctile,FB_Score,LEP_CntEst,LEP_CntMOE,LEP_UniEst,LEP_UniMoe,LEP_PctEst,LEP_PctMOE,LEP_Pctile,LEP_Score,D_CntEst,D_CntMOE,D_UniEst,D_UniMoe,D_PctEst,D_PctMOE,D_Pctile,D_Score,LI_CntEst,LI_CntMOE,LI_UniEst,LI_UniMoe,LI_PctEst,LI_PctMOE,LI_Pctile,LI_Score,IPD_Score
34007605800,657,89,2814,131,0.233,0.032,0.59,2,2814,131,0.164,0.02,462,54,0.69,2,1518,144,2814,131,0.539,0.041,0.74,2,326,295,2814,131,0.116,0.105,0.3,1,81,88,2814,131,0.029,0.031,0.33,2,81,62,2814,131,0.029,0.022,0.11,1,44,47,2620,135,0.017,0.018,0.26,1,363,93,2814,131,0.129,0.032,0.58,2,457,321,2808,128,0.163,0.114,0.36,1,14
34007605900,550,67,2617,127,0.21,0.026,0.41,2,2617,127,0.148,0.029,388,74,0.59,2,1380,138,2617,127,0.527,0.045,0.62,2,111,82,2617,127,0.042,0.031,0.07,1,54,35,2617,127,0.021,0.013,0.24,1,62,47,2617,127,0.024,0.018,0.08,1,28,30,2506,135,0.011,0.012,0.16,1,244,71,2617,127,0.093,0.027,0.3,1,145,63,2602,127,0.056,0.024,0.04,1,12
34007606000,496,100,2066,121,0.24,0.048,0.65,2,2066,121,0.212,0.029,437,56,0.88,3,1048,87,2066,121,0.507,0.027,0.39,2,124,82,2066,121,0.06,0.04,0.13,1,80,54,2066,121,0.039,0.026,0.44,2,71,55,2066,121,0.034,0.027,0.15,1,34,32,1981,128,0.017,0.016,0.26,1,300,54,2066,121,0.145,0.026,0.68,2,231,72,2066,121,0.112,0.035,0.2,1,15
34007606100,632,86,2108,147,0.3,0.041,0.91,3,2108,147,0.176,0.031,372,63,0.76,2,1067,88,2108,147,0.506,0.023,0.38,2,120,63,2108,147,0.057,0.03,0.12,1,40,29,2108,147,0.019,0.014,0.21,1,114,52,2108,147,0.054,0.025,0.3,1,39,28,1916,131,0.02,0.014,0.31,1,107,38,2108,147,0.051,0.018,0.05,1,116,64,2108,147,0.055,0.03,0.04,1,13
34007606200,1076,98,3990,162,0.27,0.025,0.83,3,3990,162,0.213,0.032,849,120,0.88,3,2130,143,3990,162,0.534,0.03,0.7,2,157,103,3990,162,0.039,0.026,0.06,1,97,108,3990,162,0.024,0.027,0.27,2,123,59,3990,162,0.031,0.015,0.13,1,55,44,3803,179,0.014,0.011,0.21,1,360,101,3990,162,0.09,0.024,0.28,1,346,139,3990,162,0.087,0.035,0.11,1,15
34007606300,582,103,2328,174,0.25,0.044,0.73,3,2328,174,0.151,0.022,351,50,0.6,2,1201,101,2328,174,0.516,0.028,0.49,2,161,118,2328,174,0.069,0.051,0.17,1,88,62,2328,174,0.038,0.027,0.43,2,94,41,2328,174,0.04,0.018,0.19,1,31,32,2237,158,0.014,0.014,0.21,1,211,57,2328,174,0.091,0.025,0.29,1,222,85,2328,174,0.095,0.037,0.13,1,14
34007606400,932,102,3056,143,0.305,0.033,0.93,3,3056,143,0.184,0.028,561,91,0.81,3,1426,100,3056,143,0.467,0.029,0.06,1,151,97,3056,143,0.049,0.032,0.09,1,133,107,3056,143,0.044,0.035,0.49,2,91,47,3056,143,0.03,0.015,0.12,1,10,15,2842,179,0.004,0.005,0.05,1,176,66,3056,143,0.058,0.021,0.08,1,49,44,3056,143,0.016,0.014,0,1,14
34007606500,614,112,2926,22,0.21,0.038,0.41,2,2926,22,0.214,0.022,626,66,0.88,3,1567,109,2926,22,0.536,0.037,0.71,2,2846,58,2926,22,0.973,0.02,0.96,4,110,90,2926,22,0.038,0.031,0.43,2,136,87,2926,22,0.046,0.03,0.24,1,40,27,2784,68,0.014,0.01,0.21,1,610,97,2926,22,0.208,0.033,0.92,3,963,219,2926,22,0.329,0.075,0.67,2,20
34007606600,411,70,2150,171,0.191,0.033,0.28,2,2150,171,0.172,0.027,369,65,0.74,2,1064,115,2150,171,0.495,0.035,0.26,2,133,74,2150,171,0.062,0.034,0.14,1,73,64,2150,171,0.034,0.03,0.39,2,72,49,2150,171,0.033,0.023,0.14,1,7,12,2034,165,0.003,0.006,0.04,1,229,100,2150,171,0.107,0.045,0.43,2,375,134,2119,158,0.177,0.063,0.39,1,14
34007606700,976,148,4727,173,0.206,0.031,0.38,2,4727,173,0.165,0.019,781,88,0.7,2,2492,207,4727,173,0.527,0.039,0.62,2,223,125,4727,173,0.047,0.026,0.09,1,249,124,4727,173,0.053,0.026,0.56,2,162,115,4727,173,0.034,0.024,0.15,1,138,111,4459,220,0.031,0.025,0.45,2,797,265,4727,173,0.169,0.055,0.81,3,1025,277,4616,196,0.222,0.06,0.5,2,17
34007606800,783,92,3943,262,0.199,0.023,0.33,2,3943,262,0.161,0.018,635,71,0.67,2,1939,165,3943,262,0.492,0.033,0.23,1,761,255,3943,262,0.193,0.065,0.47,2,185,117,3943,262,0.047,0.03,0.52,2,546,204,3943,262,0.138,0.052,0.75,2,338,161,3833,262,0.088,0.039,0.79,2,519,156,3929,263,0.132,0.04,0.6,2,1156,297,3942,262,0.293,0.075,0.63,2,17
34007607000,941,223,4415,295,0.213,0.051,0.43,2,4415,295,0.169,0.024,746,105,0.72,2,2369,250,4415,295,0.537,0.043,0.72,2,360,190,4415,295,0.082,0.043,0.2,1,659,333,4415,295,0.149,0.075,0.85,2,447,260,4415,295,0.101,0.059,0.63,2,438,234,4167,239,0.105,0.054,0.83,3,719,158,4405,295,0.163,0.035,0.79,3,1499,410,4415,295,0.34,0.093,0.68,2,19
34007607100,792,122,3753,284,0.211,0.033,0.42,2,3753,284,0.138,0.015,518,58,0.51,2,1854,202,3753,284,0.494,0.038,0.25,2,260,183,3753,284,0.069,0.049,0.17,1,427,196,3753,284,0.114,0.052,0.8,2,230,127,3753,284,0.061,0.034,0.37,1,153,104,3515,255,0.044,0.029,0.6,2,456,118,3753,284,0.122,0.031,0.54,2,626,221,3753,284,0.167,0.059,0.37,1,15
34007607200,1013,165,4661,287,0.217,0.035,0.47,2,4661,287,0.133,0.019,618,97,0.47,2,2482,235,4661,287,0.533,0.034,0.69,2,1315,456,4661,287,0.282,0.098,0.59,2,500,249,4661,287,0.107,0.053,0.79,2,290,131,4661,287,0.062,0.028,0.38,2,125,98,4352,296,0.029,0.023,0.43,2,730,170,4661,287,0.157,0.034,0.76,3,1610,335,4627,293,0.348,0.072,0.68,2,19
34007607300,836,103,4314,21,0.194,0.024,0.3,2,4314,21,0.116,0.013,501,57,0.33,2,2062,112,4314,21,0.478,0.026,0.12,1,1101,154,4314,21,0.255,0.036,0.56,2,351,163,4314,21,0.081,0.038,0.73,2,190,119,4314,21,0.044,0.028,0.23,1,114,74,4028,99,0.028,0.018,0.42,2,501,100,4314,21,0.116,0.023,0.5,2,1089,213,4278,45,0.255,0.05,0.57,2,16
34007607401,449,98,2853,157,0.157,0.034,0.12,1,2853,157,0.166,0.023,474,63,0.71,2,1475,148,2853,157,0.517,0.048,0.5,2,825,172,2853,157,0.289,0.06,0.6,2,187,112,2853,157,0.066,0.039,0.65,2,80,48,2853,157,0.028,0.017,0.1,1,53,40,2735,156,0.019,0.015,0.29,1,425,95,2853,157,0.149,0.032,0.71,2,756,207,2837,159,0.266,0.073,0.59,2,15
34007607402,456,84,2445,157,0.187,0.034,0.25,1,2445,157,0.134,0.02,327,43,0.48,2,1221,129,2445,157,0.499,0.04,0.3,2,1078,204,2445,157,0.441,0.083,0.71,2,212,101,2445,157,0.087,0.041,0.75,2,272,87,2445,157,0.111,0.036,0.67,2,132,63,2342,142,0.056,0.027,0.67,2,254,64,2445,157,0.104,0.027,0.4,2,523,153,2445,157,0.214,0.063,0.47,2,17
34007607502,1006,161,5705,351,0.176,0.028,0.19,1,5705,351,0.329,0.031,1875,194,0.98,4,3007,243,5705,351,0.527,0.04,0.62,2,1215,314,5705,351,0.213,0.055,0.5,2,245,215,5705,351,0.043,0.038,0.48,2,865,317,5705,351,0.152,0.056,0.79,3,227,90,5554,324,0.041,0.017,0.57,2,869,222,5147,299,0.169,0.043,0.81,3,624,274,5147,299,0.121,0.053,0.23,1,20
34007607503,1472,157,6715,353,0.219,0.023,0.48,2,6715,353,0.168,0.025,1129,191,0.72,2,3502,256,6715,353,0.522,0.029,0.56,2,2431,477,6715,353,0.362,0.071,0.67,2,61,63,6715,353,0.009,0.009,0.09,1,1751,333,6715,353,0.261,0.05,0.93,4,1031,356,6354,368,0.162,0.054,0.89,3,686,181,6289,318,0.109,0.028,0.45,2,542,208,6304,319,0.086,0.033,0.11,1,19
34007607504,997,108,3459,185,0.288,0.031,0.88,3,3459,185,0.111,0.011,384,37,0.29,1,1732,158,3459,185,0.501,0.036,0.32,2,611,178,3459,185,0.177,0.051,0.43,1,130,102,3459,185,0.038,0.029,0.43,2,414,110,3459,185,0.12,0.032,0.7,2,47,55,3214,193,0.015,0.017,0.22,1,213,70,3459,185,0.062,0.02,0.1,1,254,132,3459,185,0.073,0.038,0.07,1,14
34007607505,1126,138,4768,271,0.236,0.029,0.62,2,4768,271,0.141,0.015,670,70,0.53,2,2500,197,4768,271,0.524,0.026,0.58,2,1157,212,4768,271,0.243,0.044,0.54,2,148,95,4768,271,0.031,0.02,0.35,2,837,173,4768,271,0.176,0.036,0.85,3,252,103,4560,268,0.055,0.022,0.66,2,322,95,4768,271,0.068,0.019,0.13,1,406,175,4746,275,0.086,0.037,0.11,1,17
34007607506,549,80,3155,284,0.174,0.025,0.18,1,3155,284,0.104,0.023,327,71,0.25,1,1882,289,3155,284,0.597,0.054,0.97,4,1275,277,3155,284,0.404,0.088,0.69,2,127,91,3155,284,0.04,0.029,0.45,2,990,183,3155,284,0.314,0.058,0.95,4,271,149,2980,305,0.091,0.049,0.8,2,483,210,3155,284,0.153,0.06,0.74,2,687,304,3149,282,0.218,0.097,0.49,2,20
34007607507,960,307,5573,391,0.172,0.055,0.17,1,5573,391,0.186,0.029,1034,131,0.81,3,2616,260,5573,391,0.469,0.047,0.07,1,2466,437,5573,391,0.442,0.078,0.71,2,288,144,5573,391,0.052,0.026,0.55,2,1341,348,5573,391,0.241,0.062,0.91,4,909,319,5129,307,0.177,0.064,0.9,4,996,237,5553,390,0.179,0.043,0.85,3,1642,410,5553,390,0.296,0.074,0.63,2,22
34007607600,467,61,2236,125,0.209,0.027,0.4,2,2236,125,0.172,0.014,384,34,0.74,2,1086,76,2236,125,0.486,0.028,0.17,1,109,56,2236,125,0.049,0.025,0.09,1,52,39,2236,125,0.023,0.017,0.26,2,40,25,2236,125,0.018,0.011,0.05,1,0,12,2127,123,0,0.015,0.01,0,195,49,2236,125,0.087,0.021,0.26,1,281,80,2213,122,0.127,0.036,0.25,1,11
34007607701,1317,369,5480,606,0.24,0.067,0.65,2,5480,606,0.101,0.034,555,169,0.23,1,2650,323,5480,606,0.484,0.048,0.16,1,3910,518,5480,606,0.714,0.095,0.82,3,1908,616,5480,606,0.348,0.112,0.94,4,1639,558,5480,606,0.299,0.102,0.95,4,1257,531,4946,565,0.254,0.093,0.95,4,526,208,5423,621,0.097,0.038,0.34,2,3158,732,5480,606,0.576,0.134,0.86,3,24
34007607702,812,195,3897,409,0.208,0.05,0.4,2,3897,409,0.189,0.035,738,129,0.82,3,2203,271,3897,409,0.565,0.052,0.89,3,1670,359,3897,409,0.429,0.092,0.71,2,759,285,3897,409,0.195,0.073,0.89,3,536,206,3897,409,0.138,0.053,0.75,2,437,228,3635,361,0.12,0.059,0.85,3,624,174,3897,409,0.16,0.043,0.77,3,1326,333,3873,407,0.342,0.086,0.68,2,23
34007607801,1297,359,5731,613,0.226,0.063,0.54,2,5731,613,0.104,0.03,594,152,0.25,1,3233,397,5731,613,0.564,0.036,0.88,3,3527,743,5731,613,0.615,0.13,0.79,3,1205,713,5731,613,0.21,0.124,0.9,3,938,519,5731,613,0.164,0.091,0.82,3,598,375,5230,512,0.114,0.066,0.84,3,710,212,5731,613,0.124,0.038,0.55,2,2892,809,5731,613,0.505,0.141,0.8,3,23
34007607802,392,89,2384,261,0.164,0.037,0.14,1,2384,261,0.137,0.019,327,46,0.5,2,1257,147,2384,261,0.527,0.029,0.62,2,690,157,2384,261,0.289,0.066,0.6,2,215,116,2384,261,0.09,0.049,0.76,2,175,84,2384,261,0.073,0.035,0.46,2,10,11,2235,232,0.004,0.005,0.05,1,358,82,2384,261,0.15,0.034,0.71,2,579,180,2384,261,0.243,0.076,0.55,2,16
34007607900,383,37,1923,107,0.199,0.019,0.33,2,1923,107,0.148,0.015,285,25,0.59,2,951,71,1923,107,0.495,0.033,0.26,2,151,69,1923,107,0.079,0.036,0.19,1,62,32,1923,107,0.032,0.017,0.36,2,118,66,1923,107,0.061,0.034,0.37,1,50,43,1821,115,0.027,0.023,0.4,2,215,44,1923,107,0.112,0.022,0.48,2,329,94,1910,111,0.172,0.049,0.38,1,15
34007608001,599,96,3526,207,0.17,0.027,0.16,1,3526,207,0.119,0.018,421,56,0.35,2,1805,173,3526,207,0.512,0.036,0.44,2,995,348,3526,207,0.282,0.099,0.59,2,155,119,3526,207,0.044,0.034,0.49,2,347,176,3526,207,0.098,0.05,0.61,2,254,154,3376,198,0.075,0.046,0.75,2,564,147,3526,207,0.16,0.041,0.77,3,798,231,3526,207,0.226,0.066,0.5,2,18
34007608202,977,117,4069,228,0.24,0.029,0.65,2,4069,228,0.15,0.02,609,78,0.6,2,2095,191,4069,228,0.515,0.039,0.47,2,1017,224,4069,228,0.25,0.055,0.55,2,108,94,4069,228,0.027,0.023,0.31,2,268,151,4069,228,0.066,0.037,0.41,2,86,61,3766,229,0.023,0.016,0.35,1,344,103,4059,228,0.085,0.025,0.24,1,390,141,4054,226,0.096,0.035,0.14,1,15
34007608205,869,114,4273,255,0.203,0.027,0.36,2,4273,255,0.172,0.016,737,67,0.74,2,2293,194,4273,255,0.537,0.033,0.72,2,376,158,4273,255,0.088,0.037,0.22,1,107,114,4273,255,0.025,0.027,0.28,2,170,80,4273,255,0.04,0.019,0.19,1,5,9,4189,249,0.001,0.002,0.02,1,467,115,4273,255,0.109,0.027,0.45,2,577,247,4264,258,0.135,0.058,0.28,1,14
34007608206,854,158,3685,384,0.232,0.043,0.59,2,3685,384,0.163,0.024,599,78,0.68,2,1769,257,3685,384,0.48,0.036,0.13,1,358,211,3685,384,0.097,0.057,0.25,1,165,99,3685,384,0.045,0.027,0.5,2,173,135,3685,384,0.047,0.037,0.25,1,98,90,3505,369,0.028,0.025,0.42,2,534,137,3685,384,0.145,0.038,0.68,2,420,149,3685,384,0.114,0.04,0.2,1,14
34007608209,728,244,3366,394,0.216,0.072,0.46,2,3366,394,0.143,0.026,480,79,0.55,2,1786,250,3366,394,0.531,0.035,0.67,2,1097,236,3366,394,0.326,0.07,0.64,2,326,345,3366,394,0.097,0.102,0.77,2,454,204,3366,394,0.135,0.061,0.74,2,182,129,3182,309,0.057,0.038,0.67,2,475,146,3366,394,0.141,0.042,0.65,2,853,367,3366,394,0.253,0.109,0.57,2,18
34007608210,813,237,3835,337,0.212,0.062,0.42,2,3835,337,0.06,0.012,230,47,0.05,1,1912,227,3835,337,0.499,0.04,0.3,2,1584,409,3835,337,0.413,0.107,0.7,2,252,141,3835,337,0.066,0.037,0.65,2,333,187,3835,337,0.087,0.049,0.54,2,157,110,3539,292,0.044,0.031,0.6,2,373,113,3819,335,0.098,0.029,0.35,2,1424,370,3834,337,0.371,0.097,0.71,2,17
34007608211,1121,215,5782,445,0.194,0.037,0.3,2,5782,445,0.127,0.028,735,154,0.42,2,2915,281,5782,445,0.504,0.034,0.36,2,2948,441,5782,445,0.51,0.076,0.75,3,453,251,5782,445,0.078,0.043,0.72,2,793,225,5782,445,0.137,0.039,0.75,2,378,136,5399,426,0.07,0.025,0.74,2,943,275,5782,445,0.163,0.047,0.79,3,1378,498,5782,445,0.238,0.086,0.54,2,20
34007608302,1029,271,4616,511,0.223,0.059,0.52,2,4616,511,0.173,0.036,800,139,0.74,2,2406,408,4616,511,0.521,0.055,0.55,2,1015,361,4616,511,0.22,0.078,0.51,2,281,200,4616,511,0.061,0.043,0.62,2,410,238,4616,511,0.089,0.052,0.56,2,265,181,4451,467,0.06,0.04,0.69,2,761,254,4616,511,0.165,0.054,0.79,3,1480,468,4616,511,0.321,0.101,0.66,2,19
34007608303,649,153,2997,328,0.217,0.051,0.47,2,2997,328,0.11,0.027,331,66,0.28,1,1632,171,2997,328,0.545,0.038,0.78,3,425,207,2997,328,0.142,0.069,0.36,1,266,188,2997,328,0.089,0.063,0.75,2,133,123,2997,328,0.044,0.041,0.23,1,22,36,2860,303,0.008,0.012,0.1,1,385,92,2997,328,0.128,0.032,0.58,2,874,327,2997,328,0.292,0.109,0.63,2,15
34007608304,1152,268,6393,502,0.18,0.042,0.21,1,6393,502,0.145,0.031,927,192,0.56,2,3451,397,6393,502,0.54,0.038,0.75,2,1127,442,6393,502,0.176,0.069,0.43,1,501,285,6393,502,0.078,0.045,0.72,2,331,235,6393,502,0.052,0.037,0.29,1,166,127,6180,459,0.027,0.02,0.4,2,746,208,6393,502,0.117,0.034,0.51,2,1498,539,6393,502,0.234,0.084,0.52,2,15
34007608401,939,148,3903,204,0.241,0.038,0.66,2,3903,204,0.084,0.01,329,39,0.13,1,1964,191,3903,204,0.503,0.038,0.34,2,622,263,3903,204,0.159,0.067,0.4,1,163,117,3903,204,0.042,0.03,0.46,2,171,104,3903,204,0.044,0.027,0.23,1,53,38,3652,179,0.015,0.011,0.22,1,304,102,3903,204,0.078,0.027,0.2,1,592,235,3903,204,0.152,0.06,0.33,1,12
34007608402,928,214,3799,287,0.244,0.056,0.68,2,3799,287,0.157,0.023,597,77,0.65,2,1951,166,3799,287,0.514,0.029,0.46,2,1026,183,3799,287,0.27,0.048,0.58,2,24,25,3799,287,0.006,0.007,0.06,1,210,113,3799,287,0.055,0.03,0.31,1,90,80,3596,232,0.025,0.022,0.37,2,437,104,3792,288,0.115,0.03,0.49,2,670,291,3799,287,0.176,0.077,0.39,1,15
34007608403,2065,315,6967,552,0.296,0.045,0.9,3,6967,552,0.035,0.015,241,100,0.02,0,3469,412,6967,552,0.498,0.036,0.29,2,2621,639,6967,552,0.376,0.092,0.68,2,509,186,6967,552,0.073,0.027,0.69,2,719,263,6967,552,0.103,0.038,0.64,2,411,193,6684,509,0.061,0.028,0.7,2,532,183,6967,552,0.076,0.025,0.18,1,1159,588,6967,552,0.166,0.084,0.37,1,15
34007608404,1434,349,6079,482,0.236,0.057,0.62,2,6079,482,0.138,0.038,839,236,0.51,2,3234,279,6079,482,0.532,0.036,0.68,2,1590,427,6079,482,0.262,0.07,0.57,2,24,41,6079,482,0.004,0.007,0.04,1,320,178,6079,482,0.053,0.029,0.29,1,105,101,5789,433,0.018,0.017,0.28,1,842,237,6041,474,0.139,0.037,0.64,2,1297,488,6041,474,0.215,0.081,0.48,2,15
34007608503,850,180,3059,209,0.278,0.059,0.85,3,3059,209,0.068,0.012,207,36,0.07,1,1629,198,3059,209,0.533,0.05,0.69,2,1738,265,3059,209,0.568,0.087,0.77,3,270,150,3059,209,0.088,0.049,0.75,2,177,106,3059,209,0.058,0.035,0.34,1,120,98,2788,198,0.043,0.035,0.59,2,568,204,3038,210,0.187,0.067,0.87,3,1200,269,3038,210,0.395,0.089,0.74,3,20
34007608504,766,121,3172,245,0.241,0.038,0.66,2,3172,245,0.116,0.028,367,93,0.33,2,1789,179,3172,245,0.564,0.042,0.88,3,1281,331,3172,245,0.404,0.104,0.69,2,731,355,3172,245,0.23,0.112,0.91,3,96,68,3172,245,0.03,0.021,0.12,1,230,173,2893,215,0.08,0.058,0.77,2,702,185,3172,245,0.221,0.054,0.93,4,1486,364,3172,245,0.468,0.115,0.78,3,22
34007608600,1042,174,4968,20,0.21,0.035,0.41,2,4968,20,0.118,0.024,588,119,0.34,2,2639,210,4968,20,0.531,0.042,0.67,2,1373,274,4968,20,0.276,0.055,0.58,2,457,204,4968,20,0.092,0.041,0.76,2,175,161,4968,20,0.035,0.032,0.15,1,94,143,4602,182,0.02,0.031,0.31,1,833,239,4951,34,0.168,0.048,0.8,3,1615,452,4951,33,0.326,0.091,0.67,2,17
34007608700,1668,137,7618,18,0.219,0.018,0.48,2,7618,18,0.17,0.02,1296,150,0.73,2,4120,212,7618,18,0.541,0.028,0.75,3,992,330,7618,18,0.13,0.043,0.34,1,407,212,7618,18,0.053,0.028,0.56,2,244,111,7618,18,0.032,0.015,0.14,1,74,80,7136,150,0.01,0.011,0.14,1,1069,265,7477,107,0.143,0.035,0.67,2,1424,458,7486,104,0.19,0.061,0.43,2,16
34007608800,1135,194,5380,39,0.211,0.036,0.42,2,5380,39,0.164,0.019,881,102,0.69,2,2802,204,5380,39,0.521,0.037,0.55,2,1074,158,5380,39,0.2,0.029,0.48,2,298,170,5380,39,0.055,0.032,0.58,2,404,88,5380,39,0.075,0.016,0.47,2,359,118,5007,131,0.072,0.023,0.74,2,919,215,5380,39,0.171,0.04,0.82,3,1265,309,5371,41,0.236,0.058,0.53,2,19
34007608901,1552,152,5939,249,0.261,0.026,0.78,3,5939,249,0.113,0.015,673,81,0.31,2,2693,206,5939,249,0.453,0.038,0.03,1,822,351,5939,249,0.138,0.059,0.35,1,369,223,5939,249,0.062,0.038,0.63,2,297,146,5939,249,0.05,0.025,0.27,1,88,86,5447,287,0.016,0.016,0.24,1,792,198,5931,249,0.134,0.031,0.61,2,1544,436,5916,249,0.261,0.074,0.59,2,15
34007608903,627,104,3341,213,0.188,0.031,0.26,2,3341,213,0.128,0.011,426,36,0.43,2,1670,136,3341,213,0.5,0.033,0.31,2,186,168,3341,213,0.056,0.05,0.11,1,44,66,3341,213,0.013,0.02,0.14,1,78,65,3341,213,0.023,0.019,0.07,1,9,14,3259,203,0.003,0.004,0.04,1,328,78,3341,213,0.098,0.023,0.35,2,482,344,3326,214,0.145,0.103,0.31,1,13
34007608904,349,78,1446,157,0.241,0.054,0.66,2,1446,157,0.138,0.026,200,36,0.51,2,696,95,1446,157,0.481,0.04,0.13,1,48,52,1446,157,0.033,0.036,0.05,1,55,46,1446,157,0.038,0.032,0.43,2,25,18,1446,157,0.017,0.012,0.04,1,14,20,1318,147,0.011,0.015,0.16,1,152,50,1446,157,0.105,0.035,0.41,2,234,96,1446,157,0.162,0.066,0.36,1,13
34007609000,245,58,1662,148,0.147,0.035,0.1,1,1662,148,0.219,0.033,364,47,0.89,3,774,85,1662,148,0.466,0.038,0.06,1,968,144,1662,148,0.582,0.087,0.78,3,322,150,1662,148,0.194,0.09,0.89,3,118,85,1662,148,0.071,0.051,0.44,2,126,103,1602,138,0.079,0.063,0.76,2,460,126,1662,148,0.277,0.069,0.98,4,531,138,1657,147,0.32,0.083,0.66,2,21
34007609103,1365,253,5328,399,0.256,0.047,0.76,3,5328,399,0.142,0.026,755,144,0.54,2,2800,268,5328,399,0.526,0.033,0.61,2,1790,313,5328,399,0.336,0.059,0.65,2,354,200,5328,399,0.066,0.038,0.65,2,321,137,5328,399,0.06,0.026,0.36,1,184,100,4881,352,0.038,0.02,0.54,2,834,207,5261,391,0.159,0.037,0.77,3,1330,371,5235,394,0.254,0.071,0.57,2,19
34007609201,1100,192,4360,333,0.252,0.044,0.74,3,4360,333,0.089,0.018,387,74,0.16,1,2427,263,4360,333,0.557,0.039,0.85,3,1946,316,4360,333,0.446,0.072,0.72,2,381,194,4360,333,0.087,0.044,0.75,2,200,170,4360,333,0.046,0.039,0.24,1,67,60,3994,315,0.017,0.015,0.26,1,511,117,4360,333,0.117,0.026,0.51,2,940,275,4328,332,0.217,0.064,0.48,2,17
34007609202,1460,325,4780,395,0.305,0.068,0.93,3,4780,395,0.095,0.016,453,73,0.19,1,2648,324,4780,395,0.554,0.037,0.84,3,3678,396,4780,395,0.769,0.083,0.84,3,347,198,4780,395,0.073,0.041,0.69,2,342,143,4780,395,0.072,0.03,0.45,2,117,70,4364,315,0.027,0.016,0.4,2,521,141,4780,395,0.109,0.03,0.45,2,1319,393,4746,397,0.278,0.083,0.61,2,20
34007609203,2759,392,9594,613,0.288,0.041,0.88,3,9594,613,0.093,0.018,896,157,0.17,1,4820,413,9594,613,0.502,0.026,0.33,2,5090,581,9594,613,0.531,0.061,0.76,3,755,353,9594,613,0.079,0.037,0.72,2,1378,504,9594,613,0.144,0.053,0.77,2,180,106,8938,611,0.02,0.012,0.31,1,855,250,9594,613,0.089,0.027,0.27,1,1712,768,9545,622,0.179,0.08,0.4,1,16
34007609204,944,154,3646,294,0.259,0.042,0.78,3,3646,294,0.137,0.022,500,75,0.5,2,2021,194,3646,294,0.554,0.031,0.84,3,2979,320,3646,294,0.817,0.088,0.87,4,542,233,3646,294,0.149,0.064,0.85,2,119,76,3646,294,0.033,0.021,0.14,1,144,83,3453,294,0.042,0.024,0.58,2,595,175,3646,294,0.163,0.044,0.79,3,1612,330,3646,294,0.442,0.091,0.76,3,23
34007609205,1427,152,6616,425,0.216,0.023,0.46,2,6616,425,0.094,0.016,624,121,0.18,1,3293,234,6616,425,0.498,0.03,0.29,2,1863,406,6616,425,0.282,0.061,0.59,2,770,363,6616,425,0.116,0.055,0.81,2,610,315,6616,425,0.092,0.048,0.58,2,196,138,6106,395,0.032,0.023,0.47,2,653,206,6596,426,0.099,0.031,0.36,2,770,267,6596,426,0.117,0.04,0.22,1,16
34007610300,251,102,2263,354,0.111,0.045,0.05,0,2263,354,0.152,0.032,344,68,0.61,2,1112,251,2263,354,0.491,0.084,0.22,1,1546,266,2263,354,0.683,0.118,0.81,3,348,143,2263,354,0.154,0.063,0.86,3,116,52,2263,354,0.051,0.023,0.28,1,80,53,2159,350,0.037,0.027,0.53,2,401,98,2173,339,0.185,0.056,0.87,3,1046,310,1801,315,0.581,0.172,0.87,3,18
34007610400,1246,369,5462,680,0.228,0.068,0.56,2,5462,680,0.089,0.03,484,174,0.16,1,2275,399,5462,680,0.417,0.039,0.01,0,4314,624,5462,680,0.79,0.114,0.85,4,2297,493,5462,680,0.421,0.09,0.96,4,461,259,5462,680,0.084,0.047,0.52,2,940,320,5042,582,0.186,0.056,0.91,4,971,217,3929,666,0.247,0.049,0.96,4,2869,684,3914,653,0.733,0.175,0.96,4,25
34007610500,1521,314,7043,516,0.216,0.045,0.46,2,7043,516,0.095,0.037,671,252,0.19,1,3441,439,7043,516,0.489,0.049,0.2,1,5314,617,7043,516,0.755,0.088,0.84,3,2711,668,7043,516,0.385,0.095,0.95,4,1751,533,7043,516,0.249,0.076,0.92,4,1563,472,6425,520,0.243,0.066,0.95,4,764,264,7043,516,0.108,0.037,0.44,2,2445,588,6980,477,0.35,0.084,0.69,2,23
