GEOID,Y_CntEst,Y_CntMOE,Y_UniEst,Y_UniMoe,Y_PctEst,Y_PctMOE,Y_Pctile,Y_Score,OA_UniEst,OA_UniMoe,OA_PctEst,OA_PctMOE,OA_CntEst,OA_CntMOE,OA_Pctile,OA_Score,F_CntEst,F_CntMOE,F_UniEst,F_UniMoe,F_PctEst,F_PctMOE,F_Pctile,F_Score,RM_CntEst,RM_CntMOE,RM_UniEst,RM_UniMoe,RM_PctEst,RM_PctMOE,RM_Pctile,RM_Score,EM_CntEst,EM_CntMOE,EM_UniEst,EM_UniMoe,EM_PctEst,EM_PctMOE,EM_Pctile,EM_Score,FB_CntEst,FB_CntMOE,FB_UniEst,FB_UniMoe,FB_PctEst,FB_PctMOE,FB_Pctile,FB_Score,LEP_CntEst,LEP_CntMOE,LEP_UniEst,LEP_UniMoe,LEP_PctEst,LEP_PctMOE,LEP_Pctile,LEP_Score,D_CntEst,D_CntMOE,D_UniEst,D_UniMoe,D_PctEst,D_PctMOE,D_Pctile,D_Score,LI_CntEst,LI_CntMOE,LI_UniEst,LI_UniMoe,LI_PctEst,LI_PctMOE,LI_Pctile,LI_Score,IPD_Score
34005702804,577,170,2594,267,0.222,0.066,0.51,2,2594,267,0.173,0.027,449,55,0.74,2,1243,134,2594,267,0.479,0.036,0.12,1,2174,304,2594,267,0.838,0.117,0.88,4,356,235,2594,267,0.137,0.091,0.84,2,238,114,2594,267,0.092,0.044,0.58,2,98,85,2437,224,0.04,0.035,0.56,2,444,97,2578,266,0.172,0.041,0.82,3,877,315,2584,265,0.339,0.122,0.68,2,20
34005702805,931,161,4139,374,0.225,0.039,0.53,2,4139,374,0.146,0.026,605,125,0.57,2,2407,239,4139,374,0.582,0.042,0.95,3,3399,405,4139,374,0.821,0.098,0.87,4,296,132,4139,374,0.072,0.032,0.69,2,364,123,4139,374,0.088,0.03,0.55,2,118,58,3720,343,0.032,0.016,0.47,2,779,212,4122,373,0.189,0.045,0.88,3,1158,431,4063,378,0.285,0.106,0.62,2,22
34005702806,732,176,3406,276,0.215,0.052,0.45,2,3406,276,0.126,0.037,428,120,0.41,2,1938,209,3406,276,0.569,0.041,0.9,3,2822,290,3406,276,0.829,0.085,0.87,4,474,130,3406,276,0.139,0.038,0.84,2,635,184,3406,276,0.186,0.054,0.86,3,229,97,3149,249,0.073,0.031,0.75,2,466,137,3406,276,0.137,0.04,0.63,2,823,315,3354,268,0.245,0.094,0.56,2,22
34005702807,749,133,3418,257,0.219,0.039,0.48,2,3418,257,0.154,0.024,525,78,0.63,2,1836,187,3418,257,0.537,0.034,0.72,2,2648,287,3418,257,0.775,0.084,0.85,3,309,136,3418,257,0.09,0.04,0.76,2,468,211,3418,257,0.137,0.062,0.75,2,299,177,3305,246,0.09,0.051,0.8,2,524,115,3386,258,0.155,0.031,0.75,3,1218,374,3385,259,0.36,0.11,0.7,2,20
34005702808,703,182,3330,331,0.211,0.055,0.42,2,3330,331,0.148,0.027,494,84,0.59,2,1734,241,3330,331,0.521,0.051,0.55,2,2481,358,3330,331,0.745,0.108,0.83,3,292,205,3330,331,0.088,0.062,0.75,2,573,181,3330,331,0.172,0.054,0.84,3,162,124,3086,303,0.052,0.039,0.65,2,546,130,3330,331,0.164,0.04,0.79,3,903,243,3330,331,0.271,0.073,0.6,2,21
34005702809,420,98,1691,176,0.248,0.058,0.71,2,1691,176,0.1,0.02,169,32,0.22,1,895,104,1691,176,0.529,0.056,0.64,2,1368,258,1691,176,0.809,0.153,0.86,4,202,138,1691,176,0.119,0.082,0.82,2,355,170,1691,176,0.21,0.101,0.89,3,46,37,1508,154,0.031,0.025,0.45,2,283,74,1672,180,0.169,0.044,0.81,3,638,238,1691,176,0.377,0.141,0.72,2,21
34005702810,194,90,1158,168,0.168,0.078,0.16,1,1158,168,0.324,0.074,375,68,0.97,4,640,117,1158,168,0.553,0.049,0.83,3,966,147,1158,168,0.834,0.127,0.88,4,55,44,1158,168,0.047,0.038,0.52,2,47,40,1158,168,0.041,0.035,0.2,1,12,15,1153,169,0.01,0.013,0.14,1,166,57,1158,168,0.143,0.047,0.67,2,105,48,1158,168,0.091,0.041,0.12,1,19
34005702811,432,84,2378,203,0.182,0.035,0.22,1,2378,203,0.22,0.027,523,69,0.9,3,1175,135,2378,203,0.494,0.035,0.25,2,2082,216,2378,203,0.876,0.091,0.89,4,214,93,2378,203,0.09,0.039,0.76,2,267,110,2378,203,0.112,0.046,0.67,2,55,41,2297,198,0.024,0.018,0.36,1,450,98,2378,203,0.189,0.04,0.88,3,565,216,2368,204,0.239,0.091,0.54,2,20
34005702905,777,132,4095,275,0.19,0.032,0.28,2,4095,275,0.169,0.032,693,139,0.72,2,2150,158,4095,275,0.525,0.032,0.59,2,663,222,4095,275,0.162,0.054,0.4,1,154,99,4095,275,0.038,0.024,0.43,2,540,239,4095,275,0.132,0.058,0.73,2,228,148,3824,244,0.06,0.037,0.69,2,198,96,4063,276,0.049,0.023,0.04,1,399,140,4095,275,0.097,0.034,0.14,1,15
34005702906,460,50,2107,179,0.218,0.024,0.47,2,2107,179,0.216,0.035,456,102,0.89,3,1107,116,2107,179,0.525,0.039,0.59,2,269,110,2107,179,0.128,0.052,0.34,1,103,81,2107,179,0.049,0.038,0.53,2,184,63,2107,179,0.087,0.03,0.54,2,62,37,2002,174,0.031,0.017,0.45,2,181,64,1902,107,0.095,0.033,0.32,1,322,156,1907,107,0.169,0.082,0.38,1,16
34005702907,526,74,2870,135,0.183,0.026,0.23,1,2870,135,0.321,0.023,922,67,0.97,4,1480,123,2870,135,0.516,0.036,0.49,2,197,139,2870,135,0.069,0.048,0.17,1,83,119,2870,135,0.029,0.041,0.33,2,173,103,2870,135,0.06,0.036,0.36,1,74,61,2756,136,0.027,0.023,0.4,2,345,82,2870,135,0.12,0.028,0.53,2,367,132,2870,135,0.128,0.046,0.25,1,16
34005702908,673,180,4177,360,0.161,0.043,0.13,1,4177,360,0.396,0.034,1653,123,0.99,4,2331,223,4177,360,0.558,0.031,0.85,3,476,217,4177,360,0.114,0.052,0.3,1,61,63,4177,360,0.015,0.015,0.16,1,278,140,4177,360,0.067,0.034,0.42,2,88,86,4073,314,0.022,0.021,0.33,1,755,151,4132,345,0.183,0.037,0.86,3,467,127,4161,359,0.112,0.031,0.2,1,17
34005702909,1405,191,5976,398,0.235,0.032,0.61,2,5976,398,0.14,0.018,838,127,0.52,2,3267,345,5976,398,0.547,0.038,0.79,3,1636,261,5976,398,0.274,0.044,0.58,2,327,250,5976,398,0.055,0.042,0.58,2,652,232,5976,398,0.109,0.039,0.66,2,316,149,5717,388,0.055,0.026,0.66,2,482,203,5976,398,0.081,0.031,0.22,1,542,304,5976,398,0.091,0.051,0.12,1,17
34005702910,1350,172,5493,305,0.246,0.031,0.7,2,5493,305,0.132,0.016,726,95,0.46,2,2965,228,5493,305,0.54,0.036,0.75,2,1158,242,5493,305,0.211,0.044,0.5,2,388,238,5493,305,0.071,0.043,0.68,2,509,195,5493,305,0.093,0.035,0.59,2,243,157,5371,299,0.045,0.03,0.61,2,527,149,5469,299,0.096,0.027,0.33,2,791,380,5493,305,0.144,0.069,0.31,1,17
34005702913,902,242,4302,420,0.21,0.056,0.41,2,4302,420,0.145,0.04,622,163,0.56,2,2387,303,4302,420,0.555,0.05,0.84,3,1509,417,4302,420,0.351,0.097,0.66,2,210,159,4302,420,0.049,0.037,0.53,2,555,245,4302,420,0.129,0.057,0.72,2,98,84,3922,382,0.025,0.021,0.37,2,550,199,4225,430,0.13,0.043,0.59,2,1200,532,4302,420,0.279,0.124,0.61,2,19
34005702914,1210,140,4646,259,0.26,0.03,0.78,3,4646,259,0.112,0.014,521,56,0.3,2,2505,241,4646,259,0.539,0.04,0.74,2,868,179,4646,259,0.187,0.039,0.46,2,278,142,4646,259,0.06,0.031,0.61,2,334,105,4646,259,0.072,0.023,0.45,2,113,82,4356,279,0.026,0.019,0.39,2,364,119,4646,259,0.078,0.025,0.2,1,582,287,4646,259,0.125,0.062,0.24,1,17
34005702915,1138,207,4612,273,0.247,0.045,0.71,2,4612,273,0.079,0.013,366,61,0.11,1,2400,215,4612,273,0.52,0.036,0.54,2,1662,314,4612,273,0.36,0.068,0.66,2,249,134,4612,273,0.054,0.029,0.57,2,495,170,4612,273,0.107,0.037,0.65,2,208,110,4265,238,0.049,0.026,0.63,2,389,107,4590,276,0.085,0.023,0.24,1,877,280,4599,276,0.191,0.061,0.43,2,16
34005702917,308,45,1869,117,0.165,0.024,0.14,1,1869,117,0.125,0.021,233,39,0.4,2,951,78,1869,117,0.509,0.031,0.41,2,317,112,1869,117,0.17,0.06,0.42,1,35,26,1869,117,0.019,0.014,0.21,1,259,93,1869,117,0.139,0.05,0.75,2,81,45,1774,121,0.046,0.025,0.61,2,166,61,1863,117,0.089,0.032,0.27,1,148,50,1869,117,0.079,0.027,0.09,1,13
34005702918,380,86,1723,159,0.221,0.05,0.5,2,1723,159,0.064,0.023,111,39,0.06,1,963,95,1723,159,0.559,0.037,0.86,3,491,157,1723,159,0.285,0.091,0.59,2,186,110,1723,159,0.108,0.064,0.79,2,245,99,1723,159,0.142,0.057,0.76,2,17,15,1628,145,0.01,0.009,0.14,1,85,44,1702,161,0.05,0.024,0.05,1,118,80,1723,159,0.068,0.046,0.06,1,15
34005703000,1519,147,6097,23,0.249,0.024,0.72,2,6097,23,0.154,0.022,938,132,0.63,2,2919,233,6097,23,0.479,0.038,0.12,1,1146,247,6097,23,0.188,0.041,0.46,2,276,182,6097,23,0.045,0.03,0.5,2,390,145,6097,23,0.064,0.024,0.39,2,92,55,5812,143,0.016,0.009,0.24,1,546,168,6080,25,0.09,0.028,0.28,1,800,279,6036,52,0.133,0.046,0.27,1,14
34005703102,763,72,2758,166,0.277,0.026,0.85,3,2758,166,0.133,0.017,367,56,0.47,2,1456,113,2758,166,0.528,0.025,0.63,2,469,177,2758,166,0.17,0.064,0.42,1,140,92,2758,166,0.051,0.033,0.54,2,232,83,2758,166,0.084,0.03,0.52,2,43,38,2605,169,0.017,0.015,0.26,1,258,75,2750,168,0.094,0.026,0.31,1,152,83,2758,166,0.055,0.03,0.04,1,15
34005703103,1234,142,4802,355,0.257,0.03,0.77,3,4802,355,0.091,0.027,435,126,0.16,1,2492,242,4802,355,0.519,0.049,0.53,2,2006,471,4802,355,0.418,0.098,0.7,2,593,404,4802,355,0.123,0.084,0.82,2,636,427,4802,355,0.132,0.089,0.73,2,196,140,4504,341,0.044,0.029,0.6,2,576,193,4683,364,0.123,0.043,0.55,2,1264,488,4685,344,0.27,0.104,0.6,2,18
34005703104,1165,130,4926,261,0.237,0.026,0.63,2,4926,261,0.139,0.017,687,86,0.51,2,2607,219,4926,261,0.529,0.032,0.64,2,1254,316,4926,261,0.255,0.064,0.56,2,445,270,4926,261,0.09,0.055,0.76,2,264,191,4926,261,0.054,0.039,0.3,1,65,59,4753,261,0.014,0.012,0.21,1,453,119,4740,263,0.096,0.024,0.33,2,497,180,4748,266,0.105,0.038,0.17,1,15
34005703201,784,81,3820,171,0.205,0.021,0.37,2,3820,171,0.154,0.024,589,79,0.63,2,1852,177,3820,171,0.485,0.037,0.17,1,105,117,3820,171,0.027,0.031,0.04,1,198,156,3820,171,0.052,0.041,0.55,2,87,60,3820,171,0.023,0.016,0.07,1,5,8,3646,178,0.001,0.002,0.02,1,416,100,3811,170,0.109,0.026,0.45,2,478,168,3820,171,0.125,0.044,0.24,1,13
34005703202,611,86,2684,115,0.228,0.032,0.56,2,2684,115,0.156,0.014,418,39,0.64,2,1391,93,2684,115,0.518,0.026,0.51,2,90,52,2684,115,0.034,0.019,0.05,1,90,54,2684,115,0.034,0.02,0.39,2,104,38,2684,115,0.039,0.014,0.18,1,31,25,2587,107,0.012,0.01,0.18,1,286,74,2684,115,0.107,0.028,0.43,2,403,132,2681,115,0.15,0.049,0.33,1,14
34005703203,155,61,3898,167,0.04,0.016,0.01,0,3898,167,0.608,0.024,2369,138,0.99,4,2199,155,3898,167,0.564,0.031,0.88,3,199,119,3898,167,0.051,0.031,0.1,1,31,49,3898,167,0.008,0.013,0.08,1,152,72,3898,167,0.039,0.018,0.18,1,45,52,3831,166,0.012,0.014,0.18,1,1364,209,3898,167,0.35,0.052,0.99,4,953,200,3898,167,0.244,0.051,0.56,2,17
34005703600,1590,142,6991,21,0.227,0.02,0.55,2,6991,21,0.143,0.021,998,146,0.55,2,3417,182,6991,21,0.489,0.026,0.2,1,362,314,6991,21,0.052,0.045,0.1,1,589,381,6991,21,0.084,0.054,0.74,2,143,96,6991,21,0.02,0.014,0.06,1,25,32,6600,151,0.004,0.005,0.05,1,736,179,6974,33,0.106,0.026,0.42,2,838,372,6963,42,0.12,0.053,0.23,1,13
34005703700,1539,149,6447,22,0.239,0.023,0.64,2,6447,22,0.125,0.015,806,96,0.4,2,3251,212,6447,22,0.504,0.033,0.36,2,237,166,6447,22,0.037,0.026,0.06,1,212,145,6447,22,0.033,0.022,0.38,2,136,72,6447,22,0.021,0.011,0.06,1,49,45,6247,139,0.008,0.007,0.1,1,510,174,6403,61,0.08,0.027,0.21,1,621,354,6412,58,0.097,0.055,0.14,1,13
34005703801,1627,151,6945,283,0.234,0.022,0.6,2,6945,283,0.198,0.015,1377,108,0.85,3,3703,276,6945,283,0.533,0.03,0.69,2,614,302,6945,283,0.088,0.043,0.22,1,159,126,6945,283,0.023,0.018,0.26,2,309,152,6945,283,0.044,0.022,0.23,1,73,92,6573,287,0.011,0.014,0.16,1,715,201,6906,280,0.104,0.029,0.4,2,812,337,6906,280,0.118,0.049,0.22,1,15
34005703802,792,117,4138,238,0.191,0.028,0.28,2,4138,238,0.144,0.027,596,110,0.55,2,1887,177,4138,238,0.456,0.045,0.04,1,330,145,4138,238,0.08,0.035,0.2,1,286,273,4138,238,0.069,0.066,0.67,2,372,291,4138,238,0.09,0.07,0.57,2,212,269,3903,241,0.054,0.066,0.66,2,345,107,4130,236,0.084,0.027,0.23,1,689,315,4138,238,0.167,0.076,0.37,1,14
34005703803,1109,144,4841,243,0.229,0.03,0.57,2,4841,243,0.2,0.016,967,90,0.85,3,2442,200,4841,243,0.504,0.027,0.36,2,277,227,4841,243,0.057,0.047,0.12,1,140,67,4841,243,0.029,0.014,0.33,2,296,168,4841,243,0.061,0.035,0.37,1,60,50,4678,232,0.013,0.011,0.19,1,458,125,4716,218,0.097,0.027,0.34,2,511,195,4716,218,0.108,0.041,0.18,1,15
34005703804,1997,184,7350,318,0.272,0.025,0.84,3,7350,318,0.131,0.019,962,137,0.45,2,3752,318,7350,318,0.51,0.033,0.42,2,655,313,7350,318,0.089,0.043,0.23,1,337,294,7350,318,0.046,0.04,0.51,2,483,207,7350,318,0.066,0.028,0.41,2,65,72,7013,332,0.009,0.01,0.12,1,402,115,7316,318,0.055,0.016,0.07,1,410,226,7350,318,0.056,0.031,0.04,1,15
34005703900,917,81,4124,29,0.222,0.02,0.51,2,4124,29,0.158,0.021,651,87,0.66,2,2086,116,4124,29,0.506,0.028,0.38,2,94,70,4124,29,0.023,0.017,0.03,1,43,33,4124,29,0.01,0.008,0.1,1,107,58,4124,29,0.026,0.014,0.09,1,43,44,3989,65,0.011,0.011,0.16,1,385,132,4124,29,0.093,0.032,0.3,1,175,112,4124,29,0.042,0.027,0.02,1,12
34005704004,667,99,3784,235,0.176,0.026,0.19,1,3784,235,0.119,0.023,451,88,0.35,2,1807,180,3784,235,0.478,0.044,0.12,1,655,241,3784,235,0.173,0.064,0.42,1,250,214,3784,235,0.066,0.057,0.65,2,578,220,3784,235,0.153,0.058,0.79,3,379,215,3631,224,0.104,0.055,0.83,3,372,109,3784,235,0.098,0.029,0.35,2,533,164,3784,235,0.141,0.043,0.3,1,16
34005704005,780,114,3965,241,0.197,0.029,0.32,2,3965,241,0.171,0.019,678,64,0.73,2,1979,135,3965,241,0.499,0.028,0.3,2,472,216,3965,241,0.119,0.054,0.31,1,100,76,3965,241,0.025,0.019,0.28,2,293,148,3965,241,0.074,0.037,0.46,2,80,55,3792,243,0.021,0.014,0.32,1,395,97,3965,241,0.1,0.025,0.37,2,451,210,3965,241,0.114,0.053,0.2,1,15
34005704006,445,71,2352,160,0.189,0.03,0.27,2,2352,160,0.135,0.02,317,44,0.48,2,1163,83,2352,160,0.494,0.031,0.25,2,667,212,2352,160,0.284,0.09,0.59,2,35,26,2352,160,0.015,0.011,0.16,1,329,132,2352,160,0.14,0.056,0.76,2,141,75,2228,165,0.063,0.032,0.7,2,165,49,2352,160,0.07,0.021,0.15,1,375,120,2336,157,0.161,0.051,0.35,1,15
34005704007,584,86,3699,228,0.158,0.023,0.12,1,3699,228,0.275,0.026,1018,116,0.95,4,1867,165,3699,228,0.505,0.033,0.37,2,178,118,3699,228,0.048,0.032,0.09,1,270,164,3699,228,0.073,0.044,0.69,2,102,76,3699,228,0.028,0.021,0.1,1,142,109,3618,229,0.039,0.03,0.55,2,529,114,3558,214,0.149,0.031,0.71,2,1012,257,3558,214,0.284,0.072,0.61,2,17
34005704008,1103,109,5316,234,0.207,0.021,0.39,2,5316,234,0.172,0.02,917,115,0.74,2,2571,179,5316,234,0.484,0.023,0.16,1,484,245,5316,234,0.091,0.046,0.23,1,43,53,5316,234,0.008,0.01,0.08,1,403,184,5316,234,0.076,0.035,0.48,2,137,114,5132,226,0.027,0.022,0.4,2,457,110,5301,235,0.086,0.02,0.25,1,542,221,5316,234,0.102,0.042,0.16,1,13
34005704009,1033,138,4584,298,0.225,0.03,0.53,2,4584,298,0.12,0.023,551,105,0.36,2,2581,207,4584,298,0.563,0.03,0.87,3,611,289,4584,298,0.133,0.063,0.34,1,210,121,4584,298,0.046,0.026,0.51,2,336,129,4584,298,0.073,0.028,0.46,2,36,34,4322,257,0.008,0.008,0.1,1,389,102,4584,298,0.085,0.021,0.24,1,568,228,4554,279,0.125,0.05,0.24,1,15
34005704011,737,63,3027,156,0.243,0.021,0.68,2,3027,156,0.141,0.014,428,47,0.53,2,1382,119,3027,156,0.457,0.036,0.04,1,149,129,3027,156,0.049,0.043,0.09,1,80,95,3027,156,0.026,0.031,0.3,2,74,56,3027,156,0.024,0.019,0.08,1,27,34,2967,156,0.009,0.011,0.12,1,200,98,3027,156,0.066,0.033,0.12,1,321,200,3027,156,0.106,0.066,0.17,1,12
34005704012,1246,236,5715,480,0.218,0.041,0.47,2,5715,480,0.1,0.014,572,68,0.22,1,3187,350,5715,480,0.558,0.032,0.85,3,705,529,5715,480,0.123,0.093,0.32,1,362,273,5715,480,0.063,0.048,0.63,2,205,122,5715,480,0.036,0.021,0.16,1,61,76,5360,415,0.011,0.014,0.16,1,440,132,5715,480,0.077,0.022,0.19,1,631,232,5715,480,0.11,0.041,0.19,1,13
34005704013,1276,104,5295,236,0.241,0.02,0.66,2,5295,236,0.105,0.012,556,71,0.25,1,2660,150,5295,236,0.502,0.023,0.33,2,795,257,5295,236,0.15,0.049,0.37,1,358,190,5295,236,0.068,0.036,0.66,2,665,192,5295,236,0.126,0.036,0.71,2,298,114,5031,239,0.059,0.023,0.69,2,358,111,5295,236,0.068,0.02,0.13,1,268,121,5295,236,0.051,0.023,0.03,1,14
34005704014,2182,257,7927,436,0.275,0.032,0.84,3,7927,436,0.164,0.021,1297,168,0.69,2,4167,315,7927,436,0.526,0.03,0.61,2,1789,345,7927,436,0.226,0.044,0.52,2,423,372,7927,436,0.053,0.047,0.56,2,702,181,7927,436,0.089,0.023,0.56,2,187,109,7499,409,0.025,0.014,0.37,2,620,198,7832,440,0.079,0.025,0.2,1,944,321,7849,440,0.12,0.041,0.23,1,17
34005704200,2200,215,8200,278,0.268,0.026,0.82,3,8200,278,0.092,0.013,753,105,0.17,1,4124,320,8200,278,0.503,0.035,0.34,2,2397,405,8200,278,0.292,0.049,0.6,2,554,212,8200,278,0.068,0.026,0.66,2,1171,226,8200,278,0.143,0.028,0.76,2,314,170,7713,292,0.041,0.022,0.57,2,839,195,7823,321,0.107,0.026,0.43,2,788,316,7856,324,0.1,0.04,0.15,1,17
34005704302,1712,144,5996,246,0.286,0.024,0.88,3,5996,246,0.112,0.02,673,121,0.3,2,2943,227,5996,246,0.491,0.028,0.22,1,1389,277,5996,246,0.232,0.046,0.53,2,511,296,5996,246,0.085,0.049,0.74,2,816,234,5996,246,0.136,0.039,0.74,2,114,56,5430,232,0.021,0.01,0.32,1,405,138,5996,246,0.068,0.023,0.13,1,430,190,5996,246,0.072,0.032,0.07,1,15
34005704500,887,169,4381,272,0.202,0.039,0.35,2,4381,272,0.138,0.025,604,104,0.51,2,2150,219,4381,272,0.491,0.036,0.22,1,1085,388,4381,272,0.248,0.089,0.55,2,579,206,4381,272,0.132,0.047,0.83,2,408,131,4381,272,0.093,0.03,0.59,2,256,145,4113,265,0.062,0.034,0.7,2,568,117,4368,271,0.13,0.025,0.59,2,1251,312,4381,272,0.286,0.071,0.62,2,17
34005704600,602,243,2530,291,0.238,0.096,0.64,2,2530,291,0.111,0.028,281,75,0.29,1,1183,148,2530,291,0.468,0.044,0.07,1,973,204,2530,291,0.385,0.081,0.68,2,353,123,2530,291,0.14,0.049,0.84,2,173,97,2530,291,0.068,0.038,0.42,2,91,61,2406,273,0.038,0.026,0.54,2,448,120,2288,276,0.196,0.048,0.9,3,863,208,2278,269,0.379,0.091,0.72,2,17
34005704700,705,138,3714,207,0.19,0.037,0.28,2,3714,207,0.158,0.023,585,88,0.66,2,1774,114,3714,207,0.478,0.022,0.12,1,230,86,3714,207,0.062,0.023,0.14,1,272,95,3714,207,0.073,0.026,0.69,2,122,43,3714,207,0.033,0.012,0.14,1,64,44,3595,199,0.018,0.012,0.28,1,474,85,3611,200,0.131,0.021,0.6,2,709,174,3610,200,0.196,0.048,0.44,2,14
34005704801,1009,113,3357,369,0.301,0.034,0.92,3,3357,369,0.03,0.011,100,37,0.01,0,1301,143,3357,369,0.388,0.05,0.01,0,1125,367,3357,369,0.335,0.109,0.65,2,603,217,3357,369,0.18,0.065,0.88,3,202,64,3357,369,0.06,0.019,0.36,1,109,81,3009,360,0.036,0.027,0.52,2,210,63,2431,241,0.086,0.023,0.25,1,1009,235,2849,250,0.354,0.082,0.69,2,14
34005704802,278,74,5720,377,0.049,0.013,0.02,0,5720,377,0.034,0.016,195,92,0.02,0,529,128,5720,377,0.092,0.021,0,0,2869,332,5720,377,0.502,0.058,0.75,3,1586,257,5720,377,0.277,0.045,0.93,3,995,193,5720,377,0.174,0.034,0.84,3,994,185,5642,395,0.176,0.028,0.9,4,0,17,596,162,0,0.053,0,0,94,74,718,189,0.131,0.103,0.26,1,14
34005981802,313,206,1708,248,0.183,0.121,0.23,1,1708,248,0.002,0.004,4,6,0,0,60,31,1708,248,0.035,0.018,0,0,1194,245,1708,248,0.699,0.143,0.81,3,308,121,1708,248,0.18,0.071,0.88,3,123,46,1708,248,0.072,0.027,0.45,2,58,35,1694,249,0.034,0.019,0.49,2,5,7,90,33,0.056,0.073,0.07,1,0,12,90,33,0,0.133,0,0,12
34005982111,341,152,1114,236,0.306,0.136,0.93,3,1114,236,0,0.029,0,12,0,0,403,125,1114,236,0.362,0.074,0.01,0,347,186,1114,236,0.311,0.167,0.62,2,141,62,1114,236,0.127,0.056,0.83,2,47,56,1114,236,0.042,0.05,0.21,1,7,7,957,197,0.007,0.008,0.09,1,19,15,525,197,0.036,0.033,0.01,0,229,121,630,232,0.363,0.192,0.7,2,11
34007600200,480,230,1851,341,0.259,0.124,0.78,3,1851,341,0.106,0.032,196,56,0.26,1,1034,224,1851,341,0.559,0.054,0.86,3,1724,342,1851,341,0.931,0.185,0.93,4,697,260,1851,341,0.377,0.14,0.95,4,150,70,1851,341,0.081,0.038,0.5,2,166,67,1702,315,0.098,0.043,0.82,2,383,126,1851,341,0.207,0.05,0.92,3,1102,308,1851,341,0.595,0.166,0.88,4,26
34007600400,1161,347,3197,633,0.363,0.109,0.98,4,3197,633,0.075,0.043,241,122,0.09,1,1641,404,3197,633,0.513,0.058,0.45,2,2911,660,3197,633,0.911,0.206,0.92,4,1778,639,3197,633,0.556,0.2,0.97,4,311,242,3197,633,0.097,0.076,0.61,2,597,325,2697,512,0.221,0.12,0.93,4,464,195,3171,637,0.146,0.062,0.68,2,2207,509,3171,637,0.696,0.161,0.94,4,27
34007600700,325,93,1380,230,0.236,0.067,0.62,2,1380,230,0.127,0.048,175,75,0.42,2,709,159,1380,230,0.514,0.078,0.46,2,1226,251,1380,230,0.888,0.182,0.9,4,892,238,1380,230,0.646,0.172,0.98,4,106,108,1380,230,0.077,0.078,0.48,2,289,155,1354,233,0.213,0.1,0.93,4,248,106,1380,230,0.18,0.077,0.85,3,750,220,1380,230,0.543,0.159,0.83,3,26
34007600800,1709,389,5087,593,0.336,0.076,0.97,4,5087,593,0.102,0.024,519,119,0.23,1,2706,318,5087,593,0.532,0.049,0.68,2,4317,673,5087,593,0.849,0.132,0.88,4,3578,653,5087,593,0.703,0.128,0.99,4,466,192,5087,593,0.092,0.038,0.58,2,1072,323,4465,477,0.24,0.065,0.95,4,1049,232,4904,602,0.214,0.042,0.93,4,3919,566,4890,602,0.801,0.116,0.98,4,29
34007600900,1603,234,4258,409,0.376,0.055,0.98,4,4258,409,0.063,0.016,269,63,0.06,1,2264,297,4258,409,0.532,0.048,0.68,2,3547,443,4258,409,0.833,0.104,0.88,4,2961,473,4258,409,0.695,0.111,0.98,4,315,165,4258,409,0.074,0.039,0.46,2,924,228,3955,373,0.234,0.056,0.94,4,608,119,4242,408,0.143,0.029,0.67,2,3132,441,4228,403,0.741,0.104,0.96,4,27
34007601000,1809,353,6387,628,0.283,0.055,0.87,3,6387,628,0.069,0.02,442,118,0.08,1,2907,320,6387,628,0.455,0.048,0.03,1,4837,751,6387,628,0.757,0.118,0.84,3,4865,682,6387,628,0.762,0.107,0.99,4,1360,560,6387,628,0.213,0.088,0.89,3,1832,437,5950,559,0.308,0.065,0.97,4,618,165,6387,628,0.097,0.026,0.34,2,3510,647,6299,617,0.557,0.103,0.85,3,24
34007601101,921,242,3256,461,0.283,0.074,0.87,3,3256,461,0.072,0.021,234,65,0.08,1,1610,264,3256,461,0.494,0.046,0.25,2,2756,467,3256,461,0.846,0.143,0.88,4,2128,441,3256,461,0.654,0.135,0.98,4,952,307,3256,461,0.292,0.094,0.94,4,1076,278,3044,414,0.353,0.085,0.98,4,644,247,3256,461,0.198,0.067,0.9,3,2063,516,3245,461,0.636,0.159,0.91,4,29
34007601102,1887,355,5778,583,0.327,0.061,0.96,4,5778,583,0.087,0.019,505,108,0.15,1,2863,320,5778,583,0.496,0.039,0.27,2,4657,686,5778,583,0.806,0.119,0.86,4,3235,532,5778,583,0.56,0.092,0.97,4,1573,438,5778,583,0.272,0.076,0.93,4,1891,481,5468,563,0.346,0.071,0.98,4,978,240,5778,583,0.169,0.048,0.81,3,3370,577,5778,583,0.583,0.1,0.87,3,29
34007601200,1929,417,6293,766,0.307,0.066,0.93,3,6293,766,0.085,0.02,538,123,0.14,1,3103,503,6293,766,0.493,0.057,0.24,1,4938,745,6293,766,0.785,0.118,0.85,4,3793,689,6293,766,0.603,0.109,0.97,4,1609,455,6293,766,0.256,0.072,0.92,4,1864,585,5887,684,0.317,0.088,0.97,4,790,255,6293,766,0.126,0.037,0.56,2,3517,767,6293,766,0.559,0.122,0.85,3,26
34007601300,1409,313,4796,596,0.294,0.065,0.9,3,4796,596,0.086,0.023,414,112,0.14,1,2557,402,4796,596,0.533,0.048,0.69,2,4144,666,4796,596,0.864,0.139,0.89,4,2790,591,4796,596,0.582,0.123,0.97,4,772,335,4796,596,0.161,0.07,0.81,3,1228,492,4455,575,0.276,0.087,0.96,4,738,188,4796,596,0.154,0.042,0.74,3,3553,645,4773,599,0.744,0.135,0.96,4,28
